stream,department,job_role,company_level,company_name,location,required_skills
Medical,Radiology,MRI Technician,Mid,Oncquest Labs,Delhi,MRI Operations
Medical,Medical Lab Technology,Quality Control Analyst,Mid,Thyrocare,Kolkata,Lab Quality Standards
Medical,Healthcare Management,Healthcare Manager,Mid,Dr Lal PathLabs,Hyderabad,Healthcare Management
Medical,Radiology,Radiology Technologist,Mid,Metropolis Healthcare,Bengaluru,"X-Ray, CT, MRI"
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Metropolis Healthcare,Hyderabad,"Biochemistry, Hematology"
Medical,Medical Lab Technology,Lab Technician,Mid,SRL Diagnostics,Kolkata,"Pathology, Lab Testing"
Medical,Radiology,Radiology Analyst,Mid,Dr Lal PathLabs,Bengaluru,Image Analysis
Medical,Biomedical,Biomedical Engineer,Mid,Vijaya Diagnostics,Hyderabad,Medical Devices
Medical,General Medicine,Public Health Analyst,Mid,Care Hospitals,Hyderabad,"Epidemiology, Statistics"
Medical,Nursing,Nurse Educator,Mid,Aster DM Healthcare,Ahmedabad,Medical Training
Medical,Radiology,Radiology Analyst,Mid,Rainbow Hospitals,Kolkata,Image Analysis
Medical,Medical Lab Technology,Lab Technician,Mid,Metropolis Healthcare,Bengaluru,"Pathology, Lab Testing"
Medical,Healthcare Management,Medical Operations Analyst,Mid,Rainbow Hospitals,Chennai,Process Optimization
Medical,Biomedical,Clinical Engineer,Mid,Dr Lal PathLabs,Delhi,Equipment Maintenance
Medical,Medical Lab Technology,Lab Supervisor,Mid,Care Hospitals,Hyderabad,Lab Operations
Medical,Nursing,Care Coordinator,Mid,Thyrocare,Kolkata,Patient Management
Medical,Medical Lab Technology,Lab Supervisor,Mid,KIMS Hospitals,Pune,Lab Operations
Medical,Healthcare Management,Quality Manager,Mid,Rainbow Hospitals,Delhi,Healthcare Quality
Medical,Radiology,MRI Technician,Mid,Care Hospitals,Hyderabad,MRI Operations
Medical,General Medicine,Public Health Analyst,Mid,SRL Diagnostics,Mumbai,"Epidemiology, Statistics"
Medical,Biomedical,Regulatory Affairs Executive,Mid,Care Hospitals,Pune,Medical Regulations
Medical,Radiology,Imaging Specialist,Mid,Metropolis Healthcare,Kolkata,Medical Imaging
Medical,Radiology,Radiology Analyst,Mid,KIMS Hospitals,Chennai,Image Analysis
Medical,Biomedical,Medical Device Analyst,Mid,Care Hospitals,Hyderabad,Device Testing
Medical,Radiology,Imaging Specialist,Mid,SRL Diagnostics,Pune,Medical Imaging
Medical,Radiology,Radiology Technologist,Mid,Vijaya Diagnostics,Ahmedabad,"X-Ray, CT, MRI"
Medical,Healthcare Management,Healthcare Manager,Mid,SRL Diagnostics,Pune,Healthcare Management
Medical,Medical Lab Technology,Lab Supervisor,Mid,Care Hospitals,Chennai,Lab Operations
Medical,Healthcare Management,Hospital Administrator,Mid,Vijaya Diagnostics,Delhi,Hospital Operations
Medical,General Medicine,Medical Officer,Mid,Rainbow Hospitals,Kolkata,"Patient Care, Diagnosis"
Medical,Biomedical,Biomedical Engineer,Mid,Thyrocare,Kolkata,Medical Devices
Medical,Biomedical,Regulatory Affairs Executive,Mid,Aster DM Healthcare,Bengaluru,Medical Regulations
Medical,Nursing,Clinical Nurse,Mid,SRL Diagnostics,Ahmedabad,Clinical Procedures
Medical,Biomedical,Medical Device Analyst,Mid,Care Hospitals,Hyderabad,Device Testing
Medical,Biomedical,Biomedical Engineer,Mid,Thyrocare,Delhi,Medical Devices
Medical,Radiology,CT Scan Technician,Mid,KIMS Hospitals,Bengaluru,CT Equipment
Medical,Biomedical,Service Engineer,Mid,Rainbow Hospitals,Mumbai,Medical Equipment Service
Medical,General Medicine,Clinical Research Associate,Mid,Care Hospitals,Kolkata,Clinical Trials
Medical,Medical Lab Technology,Lab Supervisor,Mid,KIMS Hospitals,Chennai,Lab Operations
Medical,Medical Lab Technology,Diagnostic Analyst,Mid,Rainbow Hospitals,Ahmedabad,Medical Diagnostics
Medical,Biomedical,Clinical Engineer,Mid,SRL Diagnostics,Ahmedabad,Equipment Maintenance
Medical,Medical Lab Technology,Diagnostic Analyst,Mid,Care Hospitals,Chennai,Medical Diagnostics
Medical,Nursing,Staff Nurse,Mid,Metropolis Healthcare,Delhi,"Patient Care, Monitoring"
Medical,General Medicine,Clinical Analyst,Mid,Metropolis Healthcare,Bengaluru,"Clinical Data Analysis, EHR"
Medical,Medical Lab Technology,Quality Control Analyst,Mid,SRL Diagnostics,Chennai,Lab Quality Standards
Medical,Biomedical,Regulatory Affairs Executive,Mid,Metropolis Healthcare,Ahmedabad,Medical Regulations
Medical,Healthcare Management,Quality Manager,Mid,Aster DM Healthcare,Hyderabad,Healthcare Quality
Medical,Medical Lab Technology,Quality Control Analyst,Mid,KIMS Hospitals,Delhi,Lab Quality Standards
Medical,Healthcare Management,Health Information Manager,Mid,SRL Diagnostics,Delhi,Medical Records
Medical,Biomedical,Medical Device Analyst,Mid,Metropolis Healthcare,Chennai,Device Testing
Medical,Radiology,Radiology Technologist,Mid,Dr Lal PathLabs,Kolkata,"X-Ray, CT, MRI"
Medical,Medical Lab Technology,Lab Technician,Mid,Care Hospitals,Bengaluru,"Pathology, Lab Testing"
Medical,Healthcare Management,Medical Operations Analyst,Mid,KIMS Hospitals,Mumbai,Process Optimization
Medical,Biomedical,Clinical Engineer,Mid,Vijaya Diagnostics,Delhi,Equipment Maintenance
Medical,Medical Lab Technology,Lab Technician,Mid,Rainbow Hospitals,Hyderabad,"Pathology, Lab Testing"
Medical,Nursing,Care Coordinator,Mid,Aster DM Healthcare,Hyderabad,Patient Management
Medical,Healthcare Management,Health Information Manager,Mid,Dr Lal PathLabs,Kolkata,Medical Records
Medical,Healthcare Management,Health Information Manager,Mid,Dr Lal PathLabs,Pune,Medical Records
Medical,Biomedical,Biomedical Engineer,Mid,Oncquest Labs,Bengaluru,Medical Devices
Medical,Radiology,Imaging Specialist,Mid,Thyrocare,Chennai,Medical Imaging
Medical,General Medicine,Medical Officer,Mid,Aster DM Healthcare,Pune,"Patient Care, Diagnosis"
Medical,Healthcare Management,Quality Manager,Mid,Oncquest Labs,Ahmedabad,Healthcare Quality
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Metropolis Healthcare,Pune,"Biochemistry, Hematology"
Medical,General Medicine,Healthcare Consultant,Mid,KIMS Hospitals,Chennai,Hospital Operations
Medical,Biomedical,Regulatory Affairs Executive,Mid,Oncquest Labs,Bengaluru,Medical Regulations
Medical,Nursing,Staff Nurse,Mid,KIMS Hospitals,Pune,"Patient Care, Monitoring"
Medical,Medical Lab Technology,Lab Technician,Mid,Rainbow Hospitals,Delhi,"Pathology, Lab Testing"
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Oncquest Labs,Chennai,"Biochemistry, Hematology"
Medical,Medical Lab Technology,Diagnostic Analyst,Mid,SRL Diagnostics,Ahmedabad,Medical Diagnostics
Medical,Medical Lab Technology,Lab Supervisor,Mid,Care Hospitals,Delhi,Lab Operations
Medical,Radiology,Imaging Specialist,Mid,SRL Diagnostics,Ahmedabad,Medical Imaging
Medical,Biomedical,Clinical Engineer,Mid,Aster DM Healthcare,Ahmedabad,Equipment Maintenance
Medical,Biomedical,Clinical Engineer,Mid,SRL Diagnostics,Hyderabad,Equipment Maintenance
Medical,Medical Lab Technology,Lab Technician,Mid,Aster DM Healthcare,Ahmedabad,"Pathology, Lab Testing"
Medical,Healthcare Management,Health Information Manager,Mid,Oncquest Labs,Chennai,Medical Records
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Metropolis Healthcare,Chennai,"Biochemistry, Hematology"
Medical,Radiology,Radiology Technologist,Mid,Care Hospitals,Chennai,"X-Ray, CT, MRI"
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Rainbow Hospitals,Hyderabad,"Biochemistry, Hematology"
Medical,General Medicine,Healthcare Consultant,Mid,Thyrocare,Hyderabad,Hospital Operations
Medical,Medical Lab Technology,Diagnostic Analyst,Mid,Metropolis Healthcare,Pune,Medical Diagnostics
Medical,Healthcare Management,Healthcare Manager,Mid,Dr Lal PathLabs,Chennai,Healthcare Management
Medical,General Medicine,Clinical Research Associate,Mid,Oncquest Labs,Ahmedabad,Clinical Trials
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Vijaya Diagnostics,Pune,"Biochemistry, Hematology"
Medical,Biomedical,Service Engineer,Mid,Dr Lal PathLabs,Bengaluru,Medical Equipment Service
Medical,Nursing,Care Coordinator,Mid,Dr Lal PathLabs,Pune,Patient Management
Medical,Nursing,Care Coordinator,Mid,KIMS Hospitals,Mumbai,Patient Management
Medical,General Medicine,Clinical Research Associate,Mid,Care Hospitals,Kolkata,Clinical Trials
Medical,Biomedical,Medical Device Analyst,Mid,Care Hospitals,Delhi,Device Testing
Medical,General Medicine,Healthcare Consultant,Mid,KIMS Hospitals,Pune,Hospital Operations
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,SRL Diagnostics,Delhi,"Biochemistry, Hematology"
Medical,General Medicine,Medical Officer,Mid,Oncquest Labs,Pune,"Patient Care, Diagnosis"
Medical,Radiology,Imaging Specialist,Mid,Thyrocare,Hyderabad,Medical Imaging
Medical,Medical Lab Technology,Quality Control Analyst,Mid,Metropolis Healthcare,Pune,Lab Quality Standards
Medical,Medical Lab Technology,Medical Lab Technologist,Mid,Rainbow Hospitals,Pune,"Biochemistry, Hematology"
Medical,Biomedical,Biomedical Engineer,Mid,Metropolis Healthcare,Chennai,Medical Devices
Medical,Radiology,Radiology Analyst,Mid,Dr Lal PathLabs,Delhi,Image Analysis
Medical,Radiology,MRI Technician,High,GE Healthcare,Ahmedabad,MRI Operations
Medical,Nursing,ICU Nurse,High,Manipal Hospitals,Kolkata,Critical Care
Medical,Nursing,ICU Nurse,High,AIIMS,Hyderabad,Critical Care
Medical,Healthcare Management,Health Information Manager,High,Philips Healthcare,Bengaluru,Medical Records
Medical,Nursing,Clinical Nurse,High,GE Healthcare,Hyderabad,Clinical Procedures
Medical,Nursing,Nurse Educator,High,Siemens Healthineers,Kolkata,Medical Training
Medical,Radiology,Radiology Technologist,High,Siemens Healthineers,Kolkata,"X-Ray, CT, MRI"
Medical,Nursing,Staff Nurse,High,GE Healthcare,Pune,"Patient Care, Monitoring"
Medical,Medical Lab Technology,Quality Control Analyst,High,Philips Healthcare,Bengaluru,Lab Quality Standards
Medical,Radiology,Radiology Technologist,High,GE Healthcare,Kolkata,"X-Ray, CT, MRI"
Medical,Healthcare Management,Healthcare Manager,High,Apollo Hospitals,Chennai,Healthcare Management
Medical,Healthcare Management,Health Information Manager,High,Fortis Healthcare,Mumbai,Medical Records
Medical,Medical Lab Technology,Lab Supervisor,High,Narayana Health,Kolkata,Lab Operations
Medical,Nursing,Nurse Educator,High,Apollo Hospitals,Pune,Medical Training
Medical,Biomedical,Regulatory Affairs Executive,High,Siemens Healthineers,Hyderabad,Medical Regulations
Medical,Healthcare Management,Medical Operations Analyst,High,Medanta,Ahmedabad,Process Optimization
Medical,Healthcare Management,Health Information Manager,High,Philips Healthcare,Mumbai,Medical Records
Medical,General Medicine,Healthcare Consultant,High,GE Healthcare,Hyderabad,Hospital Operations
Medical,General Medicine,Medical Officer,High,Narayana Health,Mumbai,"Patient Care, Diagnosis"
Medical,Medical Lab Technology,Quality Control Analyst,High,Medanta,Mumbai,Lab Quality Standards
Medical,Medical Lab Technology,Lab Supervisor,High,Siemens Healthineers,Mumbai,Lab Operations
Medical,Biomedical,Medical Device Analyst,High,Apollo Hospitals,Hyderabad,Device Testing
Medical,Nursing,Nurse Educator,High,Apollo Hospitals,Hyderabad,Medical Training
Medical,Biomedical,Biomedical Engineer,High,Max Healthcare,Kolkata,Medical Devices
Medical,Biomedical,Regulatory Affairs Executive,High,Max Healthcare,Ahmedabad,Medical Regulations
Medical,Biomedical,Clinical Engineer,High,Siemens Healthineers,Pune,Equipment Maintenance
Medical,Radiology,Imaging Specialist,High,AIIMS,Chennai,Medical Imaging
Medical,Nursing,Care Coordinator,High,Philips Healthcare,Hyderabad,Patient Management
Medical,Medical Lab Technology,Medical Lab Technologist,High,Apollo Hospitals,Delhi,"Biochemistry, Hematology"
Medical,General Medicine,Clinical Analyst,High,Siemens Healthineers,Mumbai,"Clinical Data Analysis, EHR"
Medical,Nursing,ICU Nurse,High,Medanta,Delhi,Critical Care
Medical,General Medicine,Clinical Research Associate,High,Philips Healthcare,Bengaluru,Clinical Trials
Medical,Radiology,MRI Technician,High,Siemens Healthineers,Mumbai,MRI Operations
Medical,Radiology,CT Scan Technician,High,Max Healthcare,Pune,CT Equipment
Medical,Healthcare Management,Healthcare Manager,High,Apollo Hospitals,Bengaluru,Healthcare Management
Medical,Radiology,Radiology Technologist,High,Max Healthcare,Mumbai,"X-Ray, CT, MRI"
Medical,Healthcare Management,Hospital Administrator,High,Max Healthcare,Hyderabad,Hospital Operations
Medical,Nursing,Clinical Nurse,High,Medanta,Hyderabad,Clinical Procedures
Medical,General Medicine,Medical Officer,High,Fortis Healthcare,Kolkata,"Patient Care, Diagnosis"
Medical,Nursing,Staff Nurse,High,Narayana Health,Pune,"Patient Care, Monitoring"
Medical,Radiology,MRI Technician,High,Max Healthcare,Delhi,MRI Operations
Medical,Biomedical,Medical Device Analyst,High,AIIMS,Pune,Device Testing
Medical,Nursing,Clinical Nurse,High,Fortis Healthcare,Bengaluru,Clinical Procedures
Medical,General Medicine,Public Health Analyst,High,Manipal Hospitals,Delhi,"Epidemiology, Statistics"
Medical,Healthcare Management,Hospital Administrator,High,GE Healthcare,Pune,Hospital Operations
Medical,Nursing,ICU Nurse,High,Medanta,Kolkata,Critical Care
Medical,Healthcare Management,Medical Operations Analyst,High,Max Healthcare,Hyderabad,Process Optimization
Medical,Healthcare Management,Health Information Manager,High,AIIMS,Hyderabad,Medical Records
Medical,Healthcare Management,Quality Manager,High,Apollo Hospitals,Bengaluru,Healthcare Quality
Medical,Nursing,Staff Nurse,High,Philips Healthcare,Bengaluru,"Patient Care, Monitoring"
